hora,metaf,aero,hora_dt
1655269200000,"METAF SBKP 150500Z 08006KT CAVOK 13/07 Q1020=
",SBKP,2022-06-15 05:00:00
1655272800000,"METAF SBKP 150600Z  10008KT CAVOK 13/09 Q1017=
",SBKP,2022-06-15 06:00:00
1655276400000,"METAF SBKP 150700Z  11007KT CAVOK 13/08 Q1022=
",SBKP,2022-06-15 07:00:00
1655280000000,"METAF SBKP 150800Z  10006KT CAVOK 12/08 Q1020=
",SBKP,2022-06-15 08:00:00
1655283600000,"METAF SBKP 150900Z 07007KT CAVOK 12/07 Q1018=
",SBKP,2022-06-15 09:00:00
1655287200000,"METAF SBKP 151000Z 07004KT CAVOK 12/06 Q1022=
",SBKP,2022-06-15 10:00:00
1655290800000,"METAF SBKP 151100Z 03002KT CAVOK 14/05 Q1021=
",SBKP,2022-06-15 11:00:00
1655294400000,"METAF SBKP 151200Z  12003KT CAVOK 15/06 Q1019=
",SBKP,2022-06-15 12:00:00
1655298000000,"METAF SBKP 151300Z  24001KT CAVOK 18/06 Q1024=
",SBKP,2022-06-15 13:00:00
1655301600000,"METAF SBKP 151400Z  30002KT CAVOK 19/06 Q1022=
",SBKP,2022-06-15 14:00:00
1655305200000,"METAF SBKP 151500Z  33004KT CAVOK 21/05 Q1020=
",SBKP,2022-06-15 15:00:00
1655308800000,"METAF SBKP 151600Z  29004KT CAVOK 23/05 Q1022=
",SBKP,2022-06-15 16:00:00
1655312400000,"METAF SBKP 151700Z  27004KT CAVOK 23/06 Q1019=
",SBKP,2022-06-15 17:00:00
1655316000000,"METAF SBKP 151800Z  23002KT CAVOK 23/07 Q1018=
",SBKP,2022-06-15 18:00:00
1655319600000,"METAF SBKP 151900Z  12003KT CAVOK 23/07 Q1018=
",SBKP,2022-06-15 19:00:00
1655323200000,"METAF SBKP 152000Z  18001KT CAVOK 23/07 Q1018=
",SBKP,2022-06-15 20:00:00
1655326800000,"METAF SBKP 152100Z  16002KT CAVOK 21/07 Q1017=
",SBKP,2022-06-15 21:00:00
1655330400000,"METAF SBKP 152200Z  15004KT CAVOK 20/08 Q1019=
",SBKP,2022-06-15 22:00:00
1655334000000,"METAF SBKP 152300Z  13005KT CAVOK 19/08 Q1019=
",SBKP,2022-06-15 23:00:00
1655251200000,"METAF SBSP 150000Z  13004KT 2000     BR OVC033   14/13 Q1020=
",SBSP,2022-06-15 00:00:00
1655254800000,"METAF SBSP 150100Z 06002KT 2000     BR OVC033   14/12 Q1022=
",SBSP,2022-06-15 01:00:00
1655258400000,"METAF SBSP 150200Z 06005KT 1000     BR OVC028   13/12 Q1021=
",SBSP,2022-06-15 02:00:00
1655262000000,"METAF SBSP 150300Z 02004KT 1000     BR OVC033   13/12 Q1018=
",SBSP,2022-06-15 03:00:00
1655265600000,"METAF SBSP 150400Z 04005KT 1000     BR OVC033   13/12 Q1021=
",SBSP,2022-06-15 04:00:00
1655269200000,"METAF SBSP 150500Z  36005KT 2000     BR OVC033   12/11 Q1020=
",SBSP,2022-06-15 05:00:00
1655272800000,"METAF SBSP 150600Z 06003KT 1000     BR OVC033   12/11 Q1018=
",SBSP,2022-06-15 06:00:00
1655276400000,"METAF SBSP 150700Z 06003KT 2000     BR OVC033   12/11 Q1022=
",SBSP,2022-06-15 07:00:00
1655280000000,"METAF SBSP 150800Z 01004KT 2000     BR OVC033   12/10 Q1020=
",SBSP,2022-06-15 08:00:00
1655283600000,"METAF SBSP 150900Z 01007KT 2000     BR OVC012   11/10 Q1018=
",SBSP,2022-06-15 09:00:00
1655287200000,"METAF SBSP 151000Z 02004KT 3000     BR BKN010   11/09 Q1022=
",SBSP,2022-06-15 10:00:00
1655290800000,"METAF SBSP 151100Z  36005KT 6000       SCT010   12/09 Q1021=
",SBSP,2022-06-15 11:00:00
1655294400000,"METAF SBSP 151200Z 03003KT 5000     BR BKN014   12/09 Q1019=
",SBSP,2022-06-15 12:00:00
1655298000000,"METAF SBSP 151300Z 03004KT CAVOK 14/09 Q1022=
",SBSP,2022-06-15 13:00:00
1655301600000,"METAF SBSP 151400Z  34003KT CAVOK 17/08 Q1022=
",SBSP,2022-06-15 14:00:00
1655305200000,"METAF SBSP 151500Z  34005KT CAVOK 19/06 Q1019=
",SBSP,2022-06-15 15:00:00
1655308800000,"METAF SBSP 151600Z  30003KT CAVOK 21/05 Q1021=
",SBSP,2022-06-15 16:00:00
1655312400000,"METAF SBSP 151700Z  29005KT CAVOK 21/06 Q1019=
",SBSP,2022-06-15 17:00:00
1655316000000,"METAF SBSP 151800Z  31005KT CAVOK 22/06 Q1018=
",SBSP,2022-06-15 18:00:00
1655319600000,"METAF SBSP 151900Z  30004KT CAVOK 22/06 Q1019=
",SBSP,2022-06-15 19:00:00
1655323200000,"METAF SBSP 152000Z  14003KT CAVOK 20/07 Q1018=
",SBSP,2022-06-15 20:00:00
1655326800000,"METAF SBSP 152100Z  13006KT CAVOK 17/11 Q1018=
",SBSP,2022-06-15 21:00:00
1655330400000,"METAF SBSP 152200Z  13004KT 5000     BR SCT033   15/12 Q1020=
",SBSP,2022-06-15 22:00:00
1655334000000,"METAF SBSP 152300Z  11003KT 6000       SCT033   15/12 Q1019=
",SBSP,2022-06-15 23:00:00
1655337600000,"METAF SBGL 160000Z 09006KT CAVOK 20/15 Q1021=
",SBGL,2022-06-16 00:00:00
1655341200000,"METAF SBGL 160100Z 07006KT CAVOK 19/15 Q1021=
",SBGL,2022-06-16 01:00:00
1655337600000,"METAF SBGR 160000Z 08004KT CAVOK 13/09 Q1020=
",SBGR,2022-06-16 00:00:00
1655341200000,"METAF SBGR 160100Z 06005KT CAVOK 12/09 Q1020=
",SBGR,2022-06-16 01:00:00
1655337600000,"METAF SBKP 160000Z  12005KT CAVOK 19/07 Q1019=
",SBKP,2022-06-16 00:00:00
1655341200000,"METAF SBKP 160100Z  11006KT CAVOK 18/07 Q1020=
",SBKP,2022-06-16 01:00:00
1655337600000,"METAF SBSP 160000Z 07002KT 6000       FEW033   15/12 Q1020=
",SBSP,2022-06-16 00:00:00
1655341200000,"METAF SBSP 160100Z  35002KT 6000       FEW033   15/12 Q1020=
",SBSP,2022-06-16 01:00:00
1655532000000,"METAF SBGL 180600Z  25005KT CAVOK 21/13 Q1009=
",SBGL,2022-06-18 06:00:00
1655535600000,"METAF SBGL 180700Z  26002KT CAVOK 21/13 Q1009=
",SBGL,2022-06-18 07:00:00
1655539200000,"METAF SBGL 180800Z 07001KT CAVOK 22/13 Q1011=
",SBGL,2022-06-18 08:00:00
1655542800000,"METAF SBGL 180900Z  27003KT CAVOK 22/14 Q1011=
",SBGL,2022-06-18 09:00:00
1655546400000,"METAF SBGL 181000Z  25007KT CAVOK 22/13 Q1012=
",SBGL,2022-06-18 10:00:00
1655550000000,"METAF SBGL 181100Z  29006KT CAVOK 23/13 Q1014=
",SBGL,2022-06-18 11:00:00
1655553600000,"METAF SBGL 181200Z  28007KT CAVOK 23/14 Q1013=
",SBGL,2022-06-18 12:00:00
1655557200000,"METAF SBGL 181300Z  25004KT CAVOK 24/15 Q1015=
",SBGL,2022-06-18 13:00:00
1655560800000,"METAF SBGL 181400Z  21005KT CAVOK 24/17 Q1017=
",SBGL,2022-06-18 14:00:00
1655564400000,"METAF SBGL 181500Z  17006KT 9999       FEW033   24/18 Q1016=
",SBGL,2022-06-18 15:00:00
1655568000000,"METAF SBGL 181600Z  17008KT 9999       FEW032   24/18 Q1014=
",SBGL,2022-06-18 16:00:00
1655571600000,"METAF SBGL 181700Z  17009KT 9999       FEW030   24/19 Q1016=
",SBGL,2022-06-18 17:00:00
1655575200000,"METAF SBGL 181800Z  22012KT 9999       OVC025   24/19 Q1012=
",SBGL,2022-06-18 18:00:00
1655578800000,"METAF SBGL 181900Z  19010KT 6000       OVC016   23/20 Q1017=
",SBGL,2022-06-18 19:00:00
1655582400000,"METAF SBGL 182000Z  17010KT 5000     BR OVC013   22/19 Q1019=
",SBGL,2022-06-18 20:00:00
1655586000000,"METAF SBGL 182100Z  17007KT 5000     BR OVC013   22/19 Q1018=
",SBGL,2022-06-18 21:00:00
1655589600000,"METAF SBGL 182200Z  16007KT 5000     BR OVC013   22/19 Q1018=
",SBGL,2022-06-18 22:00:00
1655593200000,"METAF SBGL 182300Z  15006KT 5000     BR OVC013   22/19 Q1020=
",SBGL,2022-06-18 23:00:00
1655532000000,"METAF SBGR 180600Z  30015KT 9000       SCT033   16/12 Q1013=
",SBGR,2022-06-18 06:00:00
1655535600000,"METAF SBGR 180700Z  31014KT 6000       SCT025   17/13 Q1011=
",SBGR,2022-06-18 07:00:00
1655539200000,"METAF SBGR 180800Z  30013KT 3000     BR BKN010   16/14 Q1013=
",SBGR,2022-06-18 08:00:00
1655542800000,"METAF SBGR 180900Z  31015KT 3000     BR BKN024   16/14 Q1012=
",SBGR,2022-06-18 09:00:00
1655546400000,"METAF SBGR 181000Z  31012KT 2000     BR OVC021   15/14 Q1013=
",SBGR,2022-06-18 10:00:00
1655550000000,"METAF SBGR 181100Z  30009KT 3000     BR OVC013   16/15 Q1016=
",SBGR,2022-06-18 11:00:00
1655553600000,"METAF SBGR 181200Z  30006KT 6000       OVC030   17/14 Q1015=
",SBGR,2022-06-18 12:00:00
1655557200000,"METAF SBGR 181300Z  30005KT 5000     BR OVC023   17/14 Q1017=
",SBGR,2022-06-18 13:00:00
1655560800000,"METAF SBGR 181400Z  29005KT 4000     BR OVC030   16/14 Q1018=
",SBGR,2022-06-18 14:00:00
1655564400000,"METAF SBGR 181500Z  31008KT 6000       OVC023   18/14 Q1016=
",SBGR,2022-06-18 15:00:00
1655568000000,"METAF SBGR 181600Z  30008KT 7000       OVC014   18/15 Q1017=
",SBGR,2022-06-18 16:00:00
1655571600000,"METAF SBGR 181700Z  30004KT 6000       OVC014   18/15 Q1018=
",SBGR,2022-06-18 17:00:00
1655575200000,"METAF SBGR 181800Z  13006KT 3000     BR OVC022   16/14 Q1014=
",SBGR,2022-06-18 18:00:00
1655578800000,"METAF SBGR 181900Z  13006KT 3000     BR OVC024   16/14 Q1018=
",SBGR,2022-06-18 19:00:00
1655582400000,"METAF SBGR 182000Z  11002KT 2000    RABR OVC029   16/14 Q1018=
",SBGR,2022-06-18 20:00:00
1655586000000,"METAF SBGR 182100Z  10003KT 1000    RABR OVC024   14/13 Q1016=
",SBGR,2022-06-18 21:00:00
1655589600000,"METAF SBGR 182200Z  12005KT 1000     BR OVC023   15/14 Q1019=
",SBGR,2022-06-18 22:00:00
1655593200000,"METAF SBGR 182300Z  11006KT 1000     BR OVC024   15/14 Q1020=
",SBGR,2022-06-18 23:00:00
1655532000000,"METAF SBKP 180600Z  31009KT 6000       SCT030   17/14 Q1014=
",SBKP,2022-06-18 06:00:00
1655535600000,"METAF SBKP 180700Z  35008KT 5000     BR BKN026   17/14 Q1012=
",SBKP,2022-06-18 07:00:00
1655539200000,"METAF SBKP 180800Z  34006KT 6000       SCT027   17/14 Q1015=
",SBKP,2022-06-18 08:00:00
1655542800000,"METAF SBKP 180900Z  35006KT 4000     BR BKN022   17/14 Q1013=
",SBKP,2022-06-18 09:00:00
1655546400000,"METAF SBKP 181000Z  34006KT 3000     BR OVC016   17/15 Q1014=
",SBKP,2022-06-18 10:00:00
1655550000000,"METAF SBKP 181100Z  34006KT 5000     BR OVC033   17/14 Q1016=
",SBKP,2022-06-18 11:00:00
1655553600000,"METAF SBKP 181200Z  35005KT 9999       OVC030   19/10 Q1015=
",SBKP,2022-06-18 12:00:00
1655557200000,"METAF SBKP 181300Z  35006KT 9999       OVC033   19/11 Q1017=
",SBKP,2022-06-18 13:00:00
1655560800000,"METAF SBKP 181400Z  34006KT 9999       OVC033   19/12 Q1019=
",SBKP,2022-06-18 14:00:00
1655564400000,"METAF SBKP 181500Z  32007KT 9999       OVC024   20/13 Q1017=
",SBKP,2022-06-18 15:00:00
1655568000000,"METAF SBKP 181600Z  31005KT 9999       OVC024   20/14 Q1017=
",SBKP,2022-06-18 16:00:00
1655571600000,"METAF SBKP 181700Z  30006KT 9999       OVC017   20/16 Q1017=
",SBKP,2022-06-18 17:00:00
1655575200000,"METAF SBKP 181800Z  36005KT 6000    RA  OVC012   19/16 Q1013=
",SBKP,2022-06-18 18:00:00
1655578800000,"METAF SBKP 181900Z  31003KT 7000    RA  OVC014   20/16 Q1017=
",SBKP,2022-06-18 19:00:00
1655582400000,"METAF SBKP 182000Z  26004KT 9000       BKN017   20/16 Q1019=
",SBKP,2022-06-18 20:00:00
1655586000000,"METAF SBKP 182100Z  31004KT 7000       BKN016   19/16 Q1016=
",SBKP,2022-06-18 21:00:00
1655589600000,"METAF SBKP 182200Z  33002KT 5000     BR BKN015   19/16 Q1018=
",SBKP,2022-06-18 22:00:00
1655593200000,"METAF SBKP 182300Z 02003KT 3000     BR BKN015   18/16 Q1019=
",SBKP,2022-06-18 23:00:00
1655532000000,"METAF SBSP 180600Z  30014KT 9999       SCT033   18/12 Q1013=
",SBSP,2022-06-18 06:00:00
1655535600000,"METAF SBSP 180700Z  32013KT 9999       SCT033   18/13 Q1010=
",SBSP,2022-06-18 07:00:00
1655539200000,"METAF SBSP 180800Z  29011KT 9000       BKN027   18/13 Q1013=
",SBSP,2022-06-18 08:00:00
1655542800000,"METAF SBSP 180900Z  30010KT 7000       BKN022   18/14 Q1012=
",SBSP,2022-06-18 09:00:00
1655546400000,"METAF SBSP 181000Z  30010KT 5000     BR OVC022   17/14 Q1014=
",SBSP,2022-06-18 10:00:00
1655550000000,"METAF SBSP 181100Z  30009KT 5000     BR OVC018   17/15 Q1016=
",SBSP,2022-06-18 11:00:00
1655553600000,"METAF SBSP 181200Z  29003KT 4000    RABR OVC033   17/14 Q1016=
",SBSP,2022-06-18 12:00:00
1655557200000,"METAF SBSP 181300Z  29004KT 6000       OVC024   18/14 Q1017=
",SBSP,2022-06-18 13:00:00
1655560800000,"METAF SBSP 181400Z  28002KT 6000       OVC029   18/15 Q1018=
",SBSP,2022-06-18 14:00:00
1655564400000,"METAF SBSP 181500Z  20002KT 4000  - RABR OVC033   17/15 Q1016=
",SBSP,2022-06-18 15:00:00
1655568000000,"METAF SBSP 181600Z  15006KT 3000  - RABR OVC033   16/14 Q1017=
",SBSP,2022-06-18 16:00:00
1655571600000,"METAF SBSP 181700Z  15008KT 5000    RABR OVC033   16/14 Q1019=
",SBSP,2022-06-18 17:00:00
1655575200000,"METAF SBSP 181800Z  13005KT 3000     BR OVC029   15/13 Q1015=
",SBSP,2022-06-18 18:00:00
1655578800000,"METAF SBSP 181900Z  14007KT 4000     BR OVC031   16/13 Q1018=
",SBSP,2022-06-18 19:00:00
1655582400000,"METAF SBSP 182000Z  14006KT 3000     BR OVC032   15/13 Q1018=
",SBSP,2022-06-18 20:00:00
1655586000000,"METAF SBSP 182100Z  11004KT 2000     BR OVC029   15/14 Q1016=
",SBSP,2022-06-18 21:00:00
1655589600000,"METAF SBSP 182200Z  13007KT 1000     BR OVC029   15/14 Q1019=
",SBSP,2022-06-18 22:00:00
1655593200000,"METAF SBSP 182300Z  12007KT 1000     BR OVC029   14/13 Q1021=
",SBSP,2022-06-18 23:00:00
1655596800000,"METAF SBGL 190000Z  17004KT 3000     BR OVC010   21/19 Q1016=
",SBGL,2022-06-19 00:00:00
1655600400000,"METAF SBGL 190100Z  14006KT 4000     BR OVC011   21/19 Q1020=
",SBGL,2022-06-19 01:00:00
1655604000000,"METAF SBGL 190200Z  13004KT 4000     BR OVC011   21/19 Q1021=
",SBGL,2022-06-19 02:00:00
1655607600000,"METAF SBGL 190300Z  10003KT 3000     BR OVC033   21/19 Q1019=
",SBGL,2022-06-19 03:00:00
1655611200000,"METAF SBGL 190400Z 08004KT 2000     BR OVC033   21/19 Q1019=
",SBGL,2022-06-19 04:00:00
1655614800000,"METAF SBGL 190500Z  12004KT 2000     BR OVC033   21/19 Q1020=
",SBGL,2022-06-19 05:00:00
1655618400000,"METAF SBGL 190600Z  11006KT 3000     BR OVC033   21/19 Q1019=
",SBGL,2022-06-19 06:00:00
1655622000000,"METAF SBGL 190700Z 09005KT 2000    RABR OVC033   20/19 Q1019=
",SBGL,2022-06-19 07:00:00
1655625600000,"METAF SBGL 190800Z 08005KT 2000    RABR OVC033   20/19 Q1020=
",SBGL,2022-06-19 08:00:00
1655629200000,"METAF SBGL 190900Z 05005KT 2000     BR OVC033   20/19 Q1019=
",SBGL,2022-06-19 09:00:00
1655632800000,"METAF SBGL 191000Z 07005KT 2000     BR OVC033   20/19 Q1021=
",SBGL,2022-06-19 10:00:00
1655636400000,"METAF SBGL 191100Z 09005KT 3000     BR OVC033   21/19 Q1021=
",SBGL,2022-06-19 11:00:00
1655640000000,"METAF SBGL 191200Z 09004KT 4000     BR OVC011   21/19 Q1022=
",SBGL,2022-06-19 12:00:00
1655643600000,"METAF SBGL 191300Z  10004KT 6000       BKN015   22/19 Q1022=
",SBGL,2022-06-19 13:00:00
1655647200000,"METAF SBGL 191400Z  12003KT 5000     BR OVC033   20/17 Q1025=
",SBGL,2022-06-19 14:00:00
1655650800000,"METAF SBGL 191500Z  14003KT 7000       OVC033   20/17 Q1022=
",SBGL,2022-06-19 15:00:00
1655654400000,"METAF SBGL 191600Z  12003KT 9999       OVC033   21/16 Q1022=
",SBGL,2022-06-19 16:00:00
1655658000000,"METAF SBGL 191700Z  14004KT 9999       OVC033   22/16 Q1022=
",SBGL,2022-06-19 17:00:00
1655661600000,"METAF SBGL 191800Z  11009KT 9999       OVC033   22/16 Q1018=
",SBGL,2022-06-19 18:00:00
1655665200000,"METAF SBGL 191900Z 08010KT 9999       OVC033   22/17 Q1021=
",SBGL,2022-06-19 19:00:00
1655668800000,"METAF SBGL 192000Z 09010KT 9999       OVC033   22/17 Q1021=
",SBGL,2022-06-19 20:00:00
1655672400000,"METAF SBGL 192100Z 09010KT 9999       OVC033   21/16 Q1020=
",SBGL,2022-06-19 21:00:00
1655676000000,"METAF SBGL 192200Z  12008KT 9999       OVC033   21/16 Q1022=
",SBGL,2022-06-19 22:00:00
1655679600000,"METAF SBGL 192300Z  10009KT 9000       OVC033   21/16 Q1022=
",SBGL,2022-06-19 23:00:00
1655596800000,"METAF SBGR 190000Z  10004KT 1000     BR OVC029   14/13 Q1016=
",SBGR,2022-06-19 00:00:00
1655600400000,"METAF SBGR 190100Z  12004KT 1000     BR OVC022   14/14 Q1020=
",SBGR,2022-06-19 01:00:00
1655604000000,"METAF SBGR 190200Z  11003KT 1000     BR OVC016   14/14 Q1020=
",SBGR,2022-06-19 02:00:00
1655607600000,"METAF SBGR 190300Z  10002KT 0750 FG     OVC012   14/14 Q1017=
",SBGR,2022-06-19 03:00:00
1655611200000,"METAF SBGR 190400Z  11004KT 1000     BR OVC022   14/14 Q1019=
",SBGR,2022-06-19 04:00:00
1655614800000,"METAF SBGR 190500Z 09005KT 1000     BR OVC019   14/14 Q1021=
",SBGR,2022-06-19 05:00:00
1655618400000,"METAF SBGR 190600Z 08005KT 1000     BR OVC014   13/13 Q1018=
",SBGR,2022-06-19 06:00:00
1655622000000,"METAF SBGR 190700Z 09005KT 1000     BR OVC018   14/13 Q1019=
",SBGR,2022-06-19 07:00:00
1655625600000,"METAF SBGR 190800Z 09004KT 1000     BR OVC033   14/13 Q1019=
",SBGR,2022-06-19 08:00:00
1655629200000,"METAF SBGR 190900Z 09004KT 1000     BR OVC033   14/13 Q1020=
",SBGR,2022-06-19 09:00:00
1655632800000,"METAF SBGR 191000Z  10004KT 1000     BR OVC033   14/13 Q1022=
",SBGR,2022-06-19 10:00:00
1655636400000,"METAF SBGR 191100Z  10005KT 1000     BR OVC033   14/13 Q1022=
",SBGR,2022-06-19 11:00:00
1655640000000,"METAF SBGR 191200Z  10005KT 2000     BR OVC033   15/13 Q1022=
",SBGR,2022-06-19 12:00:00
1655643600000,"METAF SBGR 191300Z 09005KT 5000     BR OVC010   16/13 Q1023=
",SBGR,2022-06-19 13:00:00
1655647200000,"METAF SBGR 191400Z  11005KT 8000       OVC015   16/12 Q1024=
",SBGR,2022-06-19 14:00:00
1655650800000,"METAF SBGR 191500Z 08005KT 9999       OVC019   18/13 Q1020=
",SBGR,2022-06-19 15:00:00
1655654400000,"METAF SBGR 191600Z  11004KT 9999       OVC024   19/13 Q1022=
",SBGR,2022-06-19 16:00:00
1655658000000,"METAF SBGR 191700Z 09003KT 9999       OVC027   20/13 Q1021=
",SBGR,2022-06-19 17:00:00
1655661600000,"METAF SBGR 191800Z  33004KT 9999       SCT032   21/13 Q1015=
",SBGR,2022-06-19 18:00:00
1655665200000,"METAF SBGR 191900Z  31003KT 9999       FEW033   22/12 Q1020=
",SBGR,2022-06-19 19:00:00
1655668800000,"METAF SBGR 192000Z  27003KT CAVOK 20/12 Q1020=
",SBGR,2022-06-19 20:00:00
1655672400000,"METAF SBGR 192100Z  27003KT 9999       FEW033   16/09 Q1017=
",SBGR,2022-06-19 21:00:00
1655676000000,"METAF SBGR 192200Z  13006KT 5000     BR FEW033   14/12 Q1021=
",SBGR,2022-06-19 22:00:00
1655679600000,"METAF SBGR 192300Z  11005KT 2000     BR BKN033   13/12 Q1021=
",SBGR,2022-06-19 23:00:00
1655596800000,"METAF SBKP 190000Z 05002KT 1000     BR OVC014   17/16 Q1015=
",SBKP,2022-06-19 00:00:00
1655600400000,"METAF SBKP 190100Z 07003KT 1000     BR OVC013   16/16 Q1019=
",SBKP,2022-06-19 01:00:00
1655604000000,"METAF SBKP 190200Z 09002KT 1000     BR OVC010   16/15 Q1021=
",SBKP,2022-06-19 02:00:00
1655607600000,"METAF SBKP 190300Z 03002KT 1000     BR OVC010   16/15 Q1017=
",SBKP,2022-06-19 03:00:00
1655611200000,"METAF SBKP 190400Z 02002KT 1000     BR OVC014   16/15 Q1018=
",SBKP,2022-06-19 04:00:00
1655614800000,"METAF SBKP 190500Z 07002KT 1000     BR OVC014   16/15 Q1020=
",SBKP,2022-06-19 05:00:00
1655618400000,"METAF SBKP 190600Z 07004KT 1000     BR OVC013   16/15 Q1017=
",SBKP,2022-06-19 06:00:00
1655622000000,"METAF SBKP 190700Z 07004KT 1000     BR OVC019   16/15 Q1018=
",SBKP,2022-06-19 07:00:00
1655625600000,"METAF SBKP 190800Z 09004KT 2000     BR OVC033   16/15 Q1019=
",SBKP,2022-06-19 08:00:00
1655629200000,"METAF SBKP 190900Z 09005KT 3000     BR OVC033   16/14 Q1019=
",SBKP,2022-06-19 09:00:00
1655632800000,"METAF SBKP 191000Z  10004KT 4000     BR OVC033   16/14 Q1021=
",SBKP,2022-06-19 10:00:00
1655636400000,"METAF SBKP 191100Z  11004KT 5000     BR OVC011   16/13 Q1022=
",SBKP,2022-06-19 11:00:00
1655640000000,"METAF SBKP 191200Z  11005KT 9000       BKN016   17/13 Q1022=
",SBKP,2022-06-19 12:00:00
1655643600000,"METAF SBKP 191300Z 09006KT 9999       BKN024   19/13 Q1022=
",SBKP,2022-06-19 13:00:00
1655647200000,"METAF SBKP 191400Z  10005KT 9999       OVC029   20/13 Q1024=
",SBKP,2022-06-19 14:00:00
1655650800000,"METAF SBKP 191500Z 04003KT 9999       BKN033   21/12 Q1019=
",SBKP,2022-06-19 15:00:00
1655654400000,"METAF SBKP 191600Z  34003KT 9999       FEW033   23/11 Q1021=
",SBKP,2022-06-19 16:00:00
1655658000000,"METAF SBKP 191700Z  32003KT CAVOK 23/10 Q1020=
",SBKP,2022-06-19 17:00:00
1655661600000,"METAF SBKP 191800Z  33005KT CAVOK 23/09 Q1014=
",SBKP,2022-06-19 18:00:00
1655665200000,"METAF SBKP 191900Z  31004KT CAVOK 24/09 Q1019=
",SBKP,2022-06-19 19:00:00
1655668800000,"METAF SBKP 192000Z  26004KT CAVOK 24/09 Q1019=
",SBKP,2022-06-19 20:00:00
1655672400000,"METAF SBKP 192100Z  24003KT CAVOK 22/09 Q1017=
",SBKP,2022-06-19 21:00:00
1655676000000,"METAF SBKP 192200Z  18003KT CAVOK 21/10 Q1020=
",SBKP,2022-06-19 22:00:00
1655679600000,"METAF SBKP 192300Z  15004KT CAVOK 20/09 Q1020=
",SBKP,2022-06-19 23:00:00
1655596800000,"METAF SBSP 190000Z  13004KT 1000     BR OVC029   14/13 Q1017=
",SBSP,2022-06-19 00:00:00
1655600400000,"METAF SBSP 190100Z  14006KT 1000     BR OVC029   14/13 Q1021=
",SBSP,2022-06-19 01:00:00
1655604000000,"METAF SBSP 190200Z  11003KT 1000     BR OVC033   14/13 Q1020=
",SBSP,2022-06-19 02:00:00
1655607600000,"METAF SBSP 190300Z 09003KT 1000     BR OVC022   14/13 Q1016=
",SBSP,2022-06-19 03:00:00
1655611200000,"METAF SBSP 190400Z  11006KT 2000     BR OVC033   15/13 Q1020=
",SBSP,2022-06-19 04:00:00
1655614800000,"METAF SBSP 190500Z  11006KT 1000     BR OVC022   15/14 Q1021=
",SBSP,2022-06-19 05:00:00
1655618400000,"METAF SBSP 190600Z  10005KT 1000     BR OVC023   15/13 Q1018=
",SBSP,2022-06-19 06:00:00
1655622000000,"METAF SBSP 190700Z  12006KT 1000     BR OVC023   15/14 Q1019=
",SBSP,2022-06-19 07:00:00
1655625600000,"METAF SBSP 190800Z  12005KT 1000     BR OVC017   14/14 Q1020=
",SBSP,2022-06-19 08:00:00
1655629200000,"METAF SBSP 190900Z  13005KT 1000     BR OVC017   14/14 Q1020=
",SBSP,2022-06-19 09:00:00
1655632800000,"METAF SBSP 191000Z  13004KT 1000     BR OVC033   15/14 Q1022=
",SBSP,2022-06-19 10:00:00
1655636400000,"METAF SBSP 191100Z  11004KT 2000     BR OVC033   15/14 Q1022=
",SBSP,2022-06-19 11:00:00
1655640000000,"METAF SBSP 191200Z 09003KT 4000     BR OVC033   16/14 Q1023=
",SBSP,2022-06-19 12:00:00
1655643600000,"METAF SBSP 191300Z 07004KT 7000       OVC013   17/13 Q1023=
",SBSP,2022-06-19 13:00:00
1655647200000,"METAF SBSP 191400Z  11005KT 6000       OVC010   15/12 Q1024=
",SBSP,2022-06-19 14:00:00
1655650800000,"METAF SBSP 191500Z 08004KT 9999       OVC017   17/12 Q1020=
",SBSP,2022-06-19 15:00:00
1655654400000,"METAF SBSP 191600Z  12005KT 9999       OVC019   18/12 Q1022=
",SBSP,2022-06-19 16:00:00
1655658000000,"METAF SBSP 191700Z  13005KT 9999       OVC026   18/13 Q1021=
",SBSP,2022-06-19 17:00:00
1655661600000,"METAF SBSP 191800Z  36002KT 9999       BKN033   20/11 Q1016=
",SBSP,2022-06-19 18:00:00
1655665200000,"METAF SBSP 191900Z  14004KT 9999       SCT030   20/12 Q1021=
",SBSP,2022-06-19 19:00:00
1655668800000,"METAF SBSP 192000Z  14008KT 6000       BKN033   16/13 Q1021=
",SBSP,2022-06-19 20:00:00
1655672400000,"METAF SBSP 192100Z  14007KT 2000     BR OVC033   14/13 Q1018=
",SBSP,2022-06-19 21:00:00
1655676000000,"METAF SBSP 192200Z  13006KT 1000     BR OVC033   14/13 Q1021=
",SBSP,2022-06-19 22:00:00
1655679600000,"METAF SBSP 192300Z  12005KT 1000     BR OVC029   14/13 Q1021=
",SBSP,2022-06-19 23:00:00
1655683200000,"METAF SBGL 200000Z  10006KT 6000       BKN033   19/16 Q1019=
",SBGL,2022-06-20 00:00:00
1655686800000,"METAF SBGL 200100Z 09008KT 6000       BKN033   19/16 Q1022=
",SBGL,2022-06-20 01:00:00
1655690400000,"METAF SBGL 200200Z  11007KT 6000       SCT033   19/16 Q1023=
",SBGL,2022-06-20 02:00:00
1655694000000,"METAF SBGL 200300Z 08006KT 5000     BR BKN033   19/16 Q1020=
",SBGL,2022-06-20 03:00:00
1655697600000,"METAF SBGL 200400Z 08003KT 5000     BR SCT033   19/16 Q1021=
",SBGL,2022-06-20 04:00:00
