hora,metar,aero,hora_dt
1655074800000,METAR SBCT 122300Z VRB02KT CAVOK 10/M01 Q1022=,SBCT,2022-06-12 23:00:00
1654992000000,METAR SBFL 120000Z 35002KT CAVOK 10/09 Q1018=,SBFL,2022-06-12 00:00:00
1654995600000,METAR SBFL 120100Z 25006KT CAVOK 11/10 Q1018=,SBFL,2022-06-12 01:00:00
1654999200000,METAR SBFL 120200Z 26006KT CAVOK 12/09 Q1018=,SBFL,2022-06-12 02:00:00
1655002800000,METAR SBFL 120300Z 25003KT CAVOK 10/07 Q1017=,SBFL,2022-06-12 03:00:00
1655006400000,METAR SBFL 120400Z 32001KT CAVOK 08/06 Q1017=,SBFL,2022-06-12 04:00:00
1655010000000,METAR SBFL 120500Z 29003KT CAVOK 08/05 Q1017=,SBFL,2022-06-12 05:00:00
1655013600000,METAR SBFL 120600Z 23001KT CAVOK 07/05 Q1017=,SBFL,2022-06-12 06:00:00
1655017200000,METAR SBFL 120700Z 29003KT CAVOK 06/04 Q1017=,SBFL,2022-06-12 07:00:00
1655020800000,METAR SBFL 120800Z 27004KT CAVOK 06/03 Q1016=,SBFL,2022-06-12 08:00:00
1655024400000,METAR SBFL 120900Z 32005KT CAVOK 08/01 Q1016=,SBFL,2022-06-12 09:00:00
1655028000000,METAR SBFL 121000Z 30002KT CAVOK 08/01 Q1017=,SBFL,2022-06-12 10:00:00
1655031600000,METAR SBFL 121100Z 27002KT CAVOK 07/04 Q1018=,SBFL,2022-06-12 11:00:00
1655035200000,METAR SBFL 121200Z 27005KT CAVOK 11/02 Q1019=,SBFL,2022-06-12 12:00:00
1655038800000,METAR SBFL 121300Z 31006KT CAVOK 13/01 Q1019=,SBFL,2022-06-12 13:00:00
1655042400000,METAR SBFL 121400Z 35005KT CAVOK 15/01 Q1019=,SBFL,2022-06-12 14:00:00
1655046000000,METAR SBFL 121500Z 30004KT CAVOK 17/03 Q1018=,SBFL,2022-06-12 15:00:00
1655049600000,METAR SBFL 121600Z 35004KT CAVOK 18/02 Q1017=,SBFL,2022-06-12 16:00:00
1655053200000,METAR SBFL 121700Z 02002KT CAVOK 19/02 Q1017=,SBFL,2022-06-12 17:00:00
1655056800000,METAR SBFL 121800Z 12011KT CAVOK 18/05 Q1017=,SBFL,2022-06-12 18:00:00
1655060400000,METAR SBFL 121900Z 10010KT CAVOK 18/05 Q1017=,SBFL,2022-06-12 19:00:00
1655064000000,METAR SBFL 122000Z 16003KT CAVOK 17/05 Q1017=,SBFL,2022-06-12 20:00:00
1655067600000,METAR SBFL 122100Z 12003KT 100V210 CAVOK 15/07 Q1018=,SBFL,2022-06-12 21:00:00
1655071200000,METAR SBFL 122200Z 12002KT CAVOK 12/08 Q1019=,SBFL,2022-06-12 22:00:00
1655074800000,METAR SBFL 122300Z 20001KT CAVOK 12/08 Q1020=,SBFL,2022-06-12 23:00:00
1654992000000,METAR SBGL 120000Z 22004KT 5000 -RA BR BKN011 OVC020 19/16 Q1017=,SBGL,2022-06-12 00:00:00
1654995600000,METAR SBGL 120100Z 24005KT 4000 -RA BR BKN008 OVC020 18/17 Q1017=,SBGL,2022-06-12 01:00:00
1654999200000,METAR SBGL 120200Z 24004KT 5000 BR BKN012 OVC030 18/16 Q1017=,SBGL,2022-06-12 02:00:00
1655002800000,METAR SBGL 120300Z 26005KT 6000 BKN012 OVC030 18/17 Q1017=,SBGL,2022-06-12 03:00:00
1655006400000,METAR SBGL 120400Z 28005KT 7000 BKN015 OVC040 18/17 Q1017=,SBGL,2022-06-12 04:00:00
1655010000000,METAR SBGL 120500Z 31004KT 8000 BKN018 OVC040 18/16 Q1016=,SBGL,2022-06-12 05:00:00
1655013600000,METAR SBGL 120600Z 29004KT 8000 FEW004 SCT018 OVC040 18/17 Q1016=,SBGL,2022-06-12 06:00:00
1655017200000,METAR SBGL 120700Z 30004KT 8000 SCT006 BKN020 OVC040 18/16 Q1015=,SBGL,2022-06-12 07:00:00
1655020800000,METAR SBGL 120800Z 25003KT 8000 BKN016 OVC030 18/17 Q1015=,SBGL,2022-06-12 08:00:00
1655024400000,METAR SBGL 120900Z 29003KT 8000 BKN015 OVC030 18/17 Q1016=,SBGL,2022-06-12 09:00:00
1655028000000,METAR SBGL 121000Z 29004KT 7000 BKN013 OVC030 18/17 Q1017=,SBGL,2022-06-12 10:00:00
1655029200000,SPECI SBGL 121020Z 26005KT 7000 BKN023 OVC030 18/17 Q1017=,SBGL,2022-06-12 10:20:00
1655031600000,METAR SBGL 121100Z 29006KT 7000 BKN023 OVC030 19/17 Q1018=,SBGL,2022-06-12 11:00:00
1655035200000,METAR SBGL 121200Z 30007KT 8000 BKN023 OVC030 19/17 Q1018=,SBGL,2022-06-12 12:00:00
1655038800000,METAR SBGL 121300Z 29005KT 8000 SCT008 BKN023 OVC030 20/17 Q1018=,SBGL,2022-06-12 13:00:00
1655042400000,METAR SBGL 121400Z 33008KT 7000 SCT013 BKN023 OVC030 20/17 Q1018=,SBGL,2022-06-12 14:00:00
1655046000000,METAR SBGL 121500Z 29005KT 7000 SCT015 BKN019 OVC030 21/17 Q1017=,SBGL,2022-06-12 15:00:00
1655049600000,METAR SBGL 121600Z 19008KT 8000 BKN019 OVC030 21/16 Q1016=,SBGL,2022-06-12 16:00:00
1655053200000,METAR SBGL 121700Z 19012KT 9000 BKN026 OVC050 22/15 Q1015=,SBGL,2022-06-12 17:00:00
1655056800000,METAR SBGL 121800Z 22011KT 9999 FEW026 BKN050 22/15 Q1015=,SBGL,2022-06-12 18:00:00
1655060400000,METAR SBGL 121900Z 21010KT 9999 FEW026 BKN040 21/15 Q1016=,SBGL,2022-06-12 19:00:00
1655064000000,METAR SBGL 122000Z 21013KT 9999 FEW026 BKN040 20/14 Q1016=,SBGL,2022-06-12 20:00:00
1655067600000,METAR SBGL 122100Z 22015KT 9999 FEW026 BKN036 20/13 Q1017=,SBGL,2022-06-12 21:00:00
1655071200000,METAR SBGL 122200Z 25012KT 9999 FEW026 BKN036 19/12 Q1018=,SBGL,2022-06-12 22:00:00
1655074800000,METAR SBGL 122300Z 23010KT 9999 BKN040 19/13 Q1019=,SBGL,2022-06-12 23:00:00
1654992000000,METAR SBGR 120000Z 16004KT 4000 BR OVC007 14/13 Q1020=,SBGR,2022-06-12 00:00:00
1654995600000,METAR SBGR 120100Z 17002KT 4000 BR OVC007 14/13 Q1020=,SBGR,2022-06-12 01:00:00
1654999200000,METAR SBGR 120200Z 11001KT 4000 BR OVC008 14/13 Q1019=,SBGR,2022-06-12 02:00:00
1655002800000,METAR SBGR 120300Z 13001KT 4000 BR OVC008 13/13 Q1019=,SBGR,2022-06-12 03:00:00
1655006400000,METAR SBGR 120400Z 06001KT 3000 BR BKN007 BKN016 14/13 Q1019=,SBGR,2022-06-12 04:00:00
1655010000000,METAR SBGR 120500Z 29003KT 4000 BR BKN013 13/13 Q1019=,SBGR,2022-06-12 05:00:00
1655012160000,SPECI SBGR 120536Z 25001KT 5000 BR FEW018 12/12 Q1018=,SBGR,2022-06-12 05:36:00
1655013600000,METAR SBGR 120600Z 28003KT 9000 FEW018 12/11 Q1018=,SBGR,2022-06-12 06:00:00
1655017200000,METAR SBGR 120700Z 25002KT CAVOK 11/11 Q1018=,SBGR,2022-06-12 07:00:00
1655020800000,METAR SBGR 120800Z 30003KT CAVOK 12/11 Q1018=,SBGR,2022-06-12 08:00:00
1655024400000,METAR SBGR 120900Z 00000KT CAVOK 10/10 Q1019=,SBGR,2022-06-12 09:00:00
1655028000000,METAR SBGR 121000Z 00000KT 9999 SCT020 10/10 Q1020=,SBGR,2022-06-12 10:00:00
1655031600000,METAR SBGR 121100Z 30004KT 9999 FEW015 11/10 Q1021=,SBGR,2022-06-12 11:00:00
1655035200000,METAR SBGR 121200Z 29005KT CAVOK 12/09 Q1021=,SBGR,2022-06-12 12:00:00
1655038800000,METAR SBGR 121300Z 29006KT CAVOK 15/05 Q1021=,SBGR,2022-06-12 13:00:00
1655042400000,METAR SBGR 121400Z 27006KT CAVOK 16/02 Q1021=,SBGR,2022-06-12 14:00:00
1655046000000,METAR SBGR 121500Z 26005KT CAVOK 18/00 Q1020=,SBGR,2022-06-12 15:00:00
1655049600000,METAR SBGR 121600Z 24008KT CAVOK 18/01 Q1019=,SBGR,2022-06-12 16:00:00
1655053200000,METAR SBGR 121700Z 28008KT CAVOK 18/02 Q1019=,SBGR,2022-06-12 17:00:00
1655056800000,METAR SBGR 121800Z 30008KT CAVOK 19/M00 Q1018=,SBGR,2022-06-12 18:00:00
1655060400000,METAR SBGR 121900Z 28010KT CAVOK 18/01 Q1018=,SBGR,2022-06-12 19:00:00
1655064000000,METAR SBGR 122000Z 27008KT CAVOK 17/02 Q1019=,SBGR,2022-06-12 20:00:00
1655067600000,METAR SBGR 122100Z 30007KT CAVOK 16/03 Q1019=,SBGR,2022-06-12 21:00:00
1655071200000,METAR SBGR 122200Z 17004KT CAVOK 13/05 Q1020=,SBGR,2022-06-12 22:00:00
1655074800000,METAR SBGR 122300Z 14003KT CAVOK 11/06 Q1022=,SBGR,2022-06-12 23:00:00
1654992000000,METAR SBKP 120000Z 24004KT CAVOK 16/12 Q1019=,SBKP,2022-06-12 00:00:00
1654995600000,METAR SBKP 120100Z 22005KT CAVOK 15/11 Q1019=,SBKP,2022-06-12 01:00:00
1654999200000,METAR SBKP 120200Z 22004KT 9999 FEW030 16/11 Q1019=,SBKP,2022-06-12 02:00:00
1655002800000,METAR SBKP 120300Z 19003KT 140V230 CAVOK 15/11 Q1019=,SBKP,2022-06-12 03:00:00
1655006400000,METAR SBKP 120400Z 32002KT CAVOK 14/11 Q1019=,SBKP,2022-06-12 04:00:00
1655010000000,METAR SBKP 120500Z 32001KT CAVOK 13/12 Q1019=,SBKP,2022-06-12 05:00:00
1655013600000,METAR SBKP 120600Z 29002KT CAVOK 12/11 Q1018=,SBKP,2022-06-12 06:00:00
1655017200000,METAR SBKP 120700Z 29003KT CAVOK 12/11 Q1018=,SBKP,2022-06-12 07:00:00
1655020800000,METAR SBKP 120800Z VRB03KT CAVOK 12/11 Q1018=,SBKP,2022-06-12 08:00:00
1655024400000,METAR SBKP 120900Z 23003KT 170V260 3000 0500SW R15/P2000 R33/P2000 BR PRFG SCT001 SCT003 11/11 Q1019=,SBKP,2022-06-12 09:00:00
1655024700000,SPECI SBKP 120905Z 22005KT 160V240 0500 R15/P2000 R33/P2000 FG BKN001 OVC003 11/10 Q1019=,SBKP,2022-06-12 09:05:00
1655026740000,SPECI SBKP 120939Z 20005KT 160V220 0200 R33/0450N R15/0600D FG VV001 10/10 Q1020=,SBKP,2022-06-12 09:39:00
1655028000000,METAR SBKP 121000Z 21004KT 0900 R15/P2000 R33/P2000 FG BKN001 10/10 Q1020=,SBKP,2022-06-12 10:00:00
1655028600000,SPECI SBKP 121010Z 22003KT 130V280 2500 BR BKN002 10/09 Q1020=,SBKP,2022-06-12 10:10:00
1655030400000,SPECI SBKP 121040Z 28001KT 3500 BR FEW002 BKN004 10/09 Q1021=,SBKP,2022-06-12 10:40:00
1655031600000,METAR SBKP 121100Z 29002KT 3500 BR FEW002 BKN004 10/09 Q1021=,SBKP,2022-06-12 11:00:00
1655032500000,SPECI SBKP 121115Z 32002KT 3500 BR FEW003 SCT004 10/09 Q1021=,SBKP,2022-06-12 11:15:00
1655035200000,METAR SBKP 121200Z 35002KT 3500 BR SCT004 11/09 Q1021=,SBKP,2022-06-12 12:00:00
1655036520000,SPECI SBKP 121222Z 34003KT 8000 FEW006 12/09 Q1022=,SBKP,2022-06-12 12:22:00
1655038800000,METAR SBKP 121300Z 32002KT CAVOK 13/08 Q1022=,SBKP,2022-06-12 13:00:00
1655042400000,METAR SBKP 121400Z 33005KT CAVOK 14/08 Q1021=,SBKP,2022-06-12 14:00:00
1655046000000,METAR SBKP 121500Z 30004KT 220V360 CAVOK 15/06 Q1021=,SBKP,2022-06-12 15:00:00
1655049600000,METAR SBKP 121600Z 31006KT 220V360 CAVOK 17/04 Q1020=,SBKP,2022-06-12 16:00:00
1655053200000,METAR SBKP 121700Z VRB06KT CAVOK 18/04 Q1019=,SBKP,2022-06-12 17:00:00
1655056800000,METAR SBKP 121800Z 24005KT 170V310 CAVOK 18/03 Q1019=,SBKP,2022-06-12 18:00:00
1655060400000,METAR SBKP 121900Z 29006KT CAVOK 18/01 Q1019=,SBKP,2022-06-12 19:00:00
1655064000000,METAR SBKP 122000Z 32006KT CAVOK 17/01 Q1019=,SBKP,2022-06-12 20:00:00
1655067600000,METAR SBKP 122100Z 24006KT CAVOK 17/03 Q1020=,SBKP,2022-06-12 21:00:00
1655071200000,METAR SBKP 122200Z 32003KT CAVOK 15/02 Q1020=,SBKP,2022-06-12 22:00:00
1655074800000,METAR SBKP 122300Z 25003KT CAVOK 16/01 Q1021=,SBKP,2022-06-12 23:00:00
1654992000000,METAR SBPA 120000Z 29009KT CAVOK 09/03 Q1021=,SBPA,2022-06-12 00:00:00
1654995600000,METAR SBPA 120100Z 29009KT CAVOK 08/03 Q1021=,SBPA,2022-06-12 01:00:00
1654999200000,METAR SBPA 120200Z 29008KT CAVOK 08/03 Q1021=,SBPA,2022-06-12 02:00:00
1655002800000,METAR SBPA 120300Z 29010KT CAVOK 08/03 Q1021=,SBPA,2022-06-12 03:00:00
1655006400000,METAR SBPA 120400Z 30006KT CAVOK 07/03 Q1021=,SBPA,2022-06-12 04:00:00
1655010000000,METAR SBPA 120500Z 30007KT CAVOK 06/02 Q1021=,SBPA,2022-06-12 05:00:00
1655013600000,METAR SBPA 120600Z 30005KT 210V320 CAVOK 06/02 Q1021=,SBPA,2022-06-12 06:00:00
1655017200000,METAR SBPA 120700Z 28009KT CAVOK 06/03 Q1020=,SBPA,2022-06-12 07:00:00
1655020800000,METAR SBPA 120800Z 28009KT CAVOK 06/03 Q1020=,SBPA,2022-06-12 08:00:00
1655024400000,METAR SBPA 120900Z 28009KT CAVOK 06/03 Q1021=,SBPA,2022-06-12 09:00:00
1655028000000,METAR SBPA 121000Z 28008KT CAVOK 06/03 Q1021=,SBPA,2022-06-12 10:00:00
1655031600000,METAR SBPA 121100Z 28011KT CAVOK 07/03 Q1022=,SBPA,2022-06-12 11:00:00
1655035200000,METAR SBPA 121200Z 28015KT CAVOK 08/03 Q1022=,SBPA,2022-06-12 12:00:00
1655038800000,METAR SBPA 121300Z 28015KT CAVOK 09/03 Q1023=,SBPA,2022-06-12 13:00:00
1655042400000,METAR SBPA 121400Z 28018KT CAVOK 11/03 Q1023=,SBPA,2022-06-12 14:00:00
1655046000000,METAR SBPA 121500Z 29016KT CAVOK 12/03 Q1022 WS R29=,SBPA,2022-06-12 15:00:00
1655049600000,METAR SBPA 121600Z 29014KT CAVOK 14/04 Q1022=,SBPA,2022-06-12 16:00:00
1655053200000,METAR SBPA 121700Z 29014KT CAVOK 14/03 Q1021=,SBPA,2022-06-12 17:00:00
1655056800000,METAR SBPA 121800Z 29015KT CAVOK 15/04 Q1021=,SBPA,2022-06-12 18:00:00
1655060400000,METAR SBPA 121900Z 29013KT CAVOK 15/04 Q1021=,SBPA,2022-06-12 19:00:00
1655064000000,METAR SBPA 122000Z 28011KT 9999 FEW040 14/05 Q1021=,SBPA,2022-06-12 20:00:00
1655067600000,METAR SBPA 122100Z 28008KT 9999 SCT040 13/06 Q1022=,SBPA,2022-06-12 21:00:00
1655071200000,METAR SBPA 122200Z 31003KT 9999 SCT040 12/06 Q1023=,SBPA,2022-06-12 22:00:00
1655074800000,METAR SBPA 122300Z VRB02KT 9999 SCT035 11/06 Q1023=,SBPA,2022-06-12 23:00:00
1654992000000,METAR SBRF 120000Z VRB01KT CAVOK 24/23 Q1014=,SBRF,2022-06-12 00:00:00
1654995600000,METAR SBRF 120100Z 00000KT CAVOK 24/23 Q1014=,SBRF,2022-06-12 01:00:00
1654999200000,METAR SBRF 120200Z 16001KT CAVOK 24/23 Q1014=,SBRF,2022-06-12 02:00:00
1655002800000,METAR SBRF 120300Z 26002KT CAVOK 23/23 Q1014=,SBRF,2022-06-12 03:00:00
1655006400000,METAR SBRF 120400Z 17003KT CAVOK 23/23 Q1013=,SBRF,2022-06-12 04:00:00
1655010000000,METAR SBRF 120500Z 25001KT CAVOK 23/23 Q1013=,SBRF,2022-06-12 05:00:00
1655013600000,METAR SBRF 120600Z 29002KT CAVOK 23/23 Q1013=,SBRF,2022-06-12 06:00:00
1655017200000,METAR SBRF 120700Z 31003KT CAVOK 22/22 Q1013=,SBRF,2022-06-12 07:00:00
1655020800000,METAR SBRF 120800Z 27001KT CAVOK 22/22 Q1013=,SBRF,2022-06-12 08:00:00
1655024400000,METAR SBRF 120900Z 00000KT 9999 BKN025 22/22 Q1014=,SBRF,2022-06-12 09:00:00
1655028000000,METAR SBRF 121000Z 31002KT 9999 FEW025 BKN040 23/23 Q1015=,SBRF,2022-06-12 10:00:00
1655031600000,METAR SBRF 121100Z VRB02KT 9999 FEW025 SCT040 25/23 Q1016=,SBRF,2022-06-12 11:00:00
1655035200000,METAR SBRF 121200Z 21005KT 170V290 9999 FEW025 27/23 Q1016=,SBRF,2022-06-12 12:00:00
1655038800000,METAR SBRF 121300Z 21003KT 150V320 9999 FEW025 29/21 Q1016=,SBRF,2022-06-12 13:00:00
1655042400000,METAR SBRF 121400Z 14006KT 100V180 9999 SCT025 29/23 Q1015=,SBRF,2022-06-12 14:00:00
1655046000000,METAR SBRF 121500Z 13008KT 9999 SCT025 29/23 Q1014=,SBRF,2022-06-12 15:00:00
1655049600000,METAR SBRF 121600Z 13008KT 090V160 9999 FEW025 29/22 Q1014=,SBRF,2022-06-12 16:00:00
1655053200000,METAR SBRF 121700Z 13007KT 090V160 9999 FEW025 29/22 Q1013=,SBRF,2022-06-12 17:00:00
1655056800000,METAR SBRF 121800Z 14008KT CAVOK 28/23 Q1012=,SBRF,2022-06-12 18:00:00
1655060400000,METAR SBRF 121900Z 13007KT CAVOK 28/23 Q1013=,SBRF,2022-06-12 19:00:00
1655064000000,METAR SBRF 122000Z 12005KT 080V140 CAVOK 27/23 Q1013=,SBRF,2022-06-12 20:00:00
1655067600000,METAR SBRF 122100Z 14005KT CAVOK 27/22 Q1013=,SBRF,2022-06-12 21:00:00
1655071200000,METAR SBRF 122200Z 14006KT CAVOK 26/23 Q1014=,SBRF,2022-06-12 22:00:00
1655074800000,METAR SBRF 122300Z 14006KT 9999 FEW020 26/23 Q1014=,SBRF,2022-06-12 23:00:00
1654992000000,METAR SBRJ 120000Z 20009KT 9999 FEW008 BKN010 OVC025 18/17 Q1017=,SBRJ,2022-06-12 00:00:00
1654995600000,METAR SBRJ 120100Z 19009KT 5000 -RADZ BR FEW008 BKN010 OVC025 19/17 Q1017=,SBRJ,2022-06-12 01:00:00
1654999200000,METAR SBRJ 120200Z 20006KT 9999 FEW010 BKN015 OVC025 19/17 Q1017=,SBRJ,2022-06-12 02:00:00
1655023800000,SPECI SBRJ 120850Z 00000KT 8000 BKN018 OVC040 19/17 Q1015=,SBRJ,2022-06-12 08:50:00
1655024400000,METAR SBRJ 120900Z 00000KT 8000 FEW018 OVC040 19/17 Q1015=,SBRJ,2022-06-12 09:00:00
1655028000000,METAR SBRJ 121000Z 26003KT 220V290 7000 FEW012 SCT018 OVC040 19/17 Q1016=,SBRJ,2022-06-12 10:00:00
1655031600000,METAR SBRJ 121100Z 20003KT 190V350 7000 FEW010 BKN018 OVC030 20/17 Q1017=,SBRJ,2022-06-12 11:00:00
1655035200000,METAR SBRJ 121200Z 31003KT 7000 FEW010 BKN018 OVC030 20/17 Q1017=,SBRJ,2022-06-12 12:00:00
1655038800000,METAR SBRJ 121300Z 32005KT 270V350 8000 FEW010 SCT018 BKN030 20/17 Q1017=,SBRJ,2022-06-12 13:00:00
1655041200000,SPECI SBRJ 121340Z 34006KT 8000 BKN012 BKN018 BKN030 21/18 Q1017=,SBRJ,2022-06-12 13:40:00
1655042400000,METAR SBRJ 121400Z 34006KT 310V010 8000 BKN012 BKN018 BKN030 21/18 Q1017=,SBRJ,2022-06-12 14:00:00
1655046000000,METAR SBRJ 121500Z 17006KT 8000 BKN013 BKN018 OVC030 21/17 Q1016=,SBRJ,2022-06-12 15:00:00
1655049600000,METAR SBRJ 121600Z 20011KT 8000 SCT015 BKN020 OVC030 20/16 Q1016=,SBRJ,2022-06-12 16:00:00
1655053200000,METAR SBRJ 121700Z 20012KT 8000 FEW015 BKN020 BKN030 21/16 Q1015=,SBRJ,2022-06-12 17:00:00
1655056800000,METAR SBRJ 121800Z 20012KT 9999 FEW020 BKN030 21/16 Q1015=,SBRJ,2022-06-12 18:00:00
1655060400000,METAR SBRJ 121900Z 20013KT 9999 FEW020 BKN030 20/15 Q1015=,SBRJ,2022-06-12 19:00:00
1655064000000,METAR SBRJ 122000Z 20012KT 170V240 9999 SCT020 BKN040 20/15 Q1016=,SBRJ,2022-06-12 20:00:00
1655067600000,METAR SBRJ 122100Z 22010KT 190V260 9999 SCT020 BKN040 19/14 Q1017=,SBRJ,2022-06-12 21:00:00
1655071200000,METAR SBRJ 122200Z 23009KT 180V280 9999 SCT020 BKN050 20/13 Q1017=,SBRJ,2022-06-12 22:00:00
1655074800000,METAR SBRJ 122300Z 22011KT 190V250 9999 FEW020 OVC045 19/14 Q1018=,SBRJ,2022-06-12 23:00:00
1654992000000,METAR SBSP 120000Z 17003KT 7000 FEW002 BKN005 13/12 Q1020=,SBSP,2022-06-12 00:00:00
1654995600000,METAR SBSP 120100Z 20005KT 9999 FEW005 BKN008 13/12 Q1020=,SBSP,2022-06-12 01:00:00
1654999200000,SPECI SBSP 120200Z 18004KT 9999 BKN007 13/11 Q1020=,SBSP,2022-06-12 02:00:00
1654999200000,METAR SBSP 120200Z 20004KT 9999 FEW006 BKN009 13/11 Q1020=,SBSP,2022-06-12 02:00:00
1655002800000,METAR SBSP 120300Z AUTO VRB02KT 9999 FEW009 BKN012 BKN016 13/11 Q1019=,SBSP,2022-06-12 03:00:00
1655003460000,SPECI SBSP 120311Z AUTO 26003KT 230V300 9999 SCT010 BKN012 BKN014 13/11 Q1019=,SBSP,2022-06-12 03:11:00
1655004660000,SPECI SBSP 120331Z AUTO 24003KT 200V330 9999 BKN010 BKN015 13/11 Q1019=,SBSP,2022-06-12 03:31:00
1655005260000,SPECI SBSP 120341Z AUTO VRB02KT 9999 SCT010 BKN015 13/11 Q1019=,SBSP,2022-06-12 03:41:00
1655005680000,SPECI SBSP 120348Z AUTO VRB02KT 9999 BKN010 BKN015 13/11 Q1019=,SBSP,2022-06-12 03:48:00
1655006400000,METAR SBSP 120400Z AUTO VRB02KT 9999 SCT010 BKN012 13/11 Q1019=,SBSP,2022-06-12 04:00:00
1655009400000,SPECI SBSP 120450Z AUTO 32005KT 290V350 9999 SCT011 12/10 Q1019=,SBSP,2022-06-12 04:50:00
1655010000000,METAR SBSP 120500Z AUTO 32005KT 9999 SCT011 12/10 Q1019=,SBSP,2022-06-12 05:00:00
1655013600000,METAR SBSP 120600Z AUTO 31004KT CAVOK 12/10 Q1018=,SBSP,2022-06-12 06:00:00
1655017200000,METAR SBSP 120700Z AUTO 32004KT CAVOK 11/10 Q1018=,SBSP,2022-06-12 07:00:00
1655020800000,METAR SBSP 120800Z AUTO 25004KT 220V300 9999 FEW004 11/10 Q1019=,SBSP,2022-06-12 08:00:00
1655024400000,METAR SBSP 120900Z 26004KT 220V290 9999 FEW004 10/07 Q1020=,SBSP,2022-06-12 09:00:00
1655028000000,METAR SBSP 121000Z 30004KT 9999 FEW004 10/07 Q1020=,SBSP,2022-06-12 10:00:00
1655031600000,METAR SBSP 121100Z 28004KT CAVOK 10/04 Q1021=,SBSP,2022-06-12 11:00:00
1655035200000,METAR SBSP 121200Z VRB02KT CAVOK 11/06 Q1022=,SBSP,2022-06-12 12:00:00
1655038800000,METAR SBSP 121300Z VRB03KT CAVOK 13/03 Q1022=,SBSP,2022-06-12 13:00:00
1655042400000,METAR SBSP 121400Z VRB03KT CAVOK 14/00 Q1021=,SBSP,2022-06-12 14:00:00
1655046000000,METAR SBSP 121500Z 27004KT 200V320 CAVOK 16/M01 Q1021=,SBSP,2022-06-12 15:00:00
1655049600000,METAR SBSP 121600Z 22007KT 180V250 CAVOK 16/00 Q1020=,SBSP,2022-06-12 16:00:00
1655053200000,METAR SBSP 121700Z VRB03KT CAVOK 16/01 Q1019=,SBSP,2022-06-12 17:00:00
1655056800000,METAR SBSP 121800Z 33007KT 290V360 CAVOK 17/02 Q1019=,SBSP,2022-06-12 18:00:00
1655060400000,METAR SBSP 121900Z 33008KT CAVOK 17/05 Q1019=,SBSP,2022-06-12 19:00:00
1655064000000,METAR SBSP 122000Z 24005KT 150V310 CAVOK 17/05 Q1020=,SBSP,2022-06-12 20:00:00
1655067600000,METAR SBSP 122100Z 18008KT 150V210 CAVOK 13/04 Q1020=,SBSP,2022-06-12 21:00:00
1655071200000,METAR SBSP 122200Z 18007KT 160V220 CAVOK 12/06 Q1021=,SBSP,2022-06-12 22:00:00
1655074800000,METAR SBSP 122300Z 19006KT 160V230 CAVOK 11/07 Q1022=,SBSP,2022-06-12 23:00:00
1654992000000,METAR SBSV 120000Z 12010KT CAVOK 27/21 Q1015=,SBSV,2022-06-12 00:00:00
1654995600000,METAR SBSV 120100Z 11008KT CAVOK 27/21 Q1015=,SBSV,2022-06-12 01:00:00
1654999200000,METAR SBSV 120200Z 09009KT CAVOK 27/22 Q1015=,SBSV,2022-06-12 02:00:00
1655002800000,METAR SBSV 120300Z 10007KT CAVOK 27/22 Q1015=,SBSV,2022-06-12 03:00:00
1655006400000,METAR SBSV 120400Z 11005KT 9999 FEW023 BKN100 27/22 Q1014=,SBSV,2022-06-12 04:00:00
1655010000000,METAR SBSV 120500Z 12004KT 9999 FEW023 SCT100 27/22 Q1014=,SBSV,2022-06-12 05:00:00
1655013600000,METAR SBSV 120600Z 14004KT 9999 FEW023 SCT100 27/22 Q1014=,SBSV,2022-06-12 06:00:00
1655017200000,METAR SBSV 120700Z 14004KT 9999 SCT023 SCT100 27/22 Q1014=,SBSV,2022-06-12 07:00:00
1655020800000,METAR SBSV 120800Z 15005KT 9999 SCT023 SCT070 27/22 Q1014=,SBSV,2022-06-12 08:00:00
1655024400000,METAR SBSV 120900Z 14005KT 9999 SCT023 SCT044 27/22 Q1014=,SBSV,2022-06-12 09:00:00
1655028000000,METAR SBSV 121000Z 13007KT 9999 SCT023 FEW025TCU BKN050 27/22 Q1015=,SBSV,2022-06-12 10:00:00
1655031600000,METAR SBSV 121100Z 13006KT 090V160 9999 SCT020 FEW023TCU BKN060 28/21 Q1016=,SBSV,2022-06-12 11:00:00
1655035200000,METAR SBSV 121200Z 12007KT 090V150 9999 SCT020 FEW023TCU BKN080 28/22 Q1016=,SBSV,2022-06-12 12:00:00
1655038800000,METAR SBSV 121300Z 13008KT 100V160 9999 SCT020 FEW023TCU BKN100 28/21 Q1017=,SBSV,2022-06-12 13:00:00
1655042400000,METAR SBSV 121400Z 13008KT 090V170 9999 FEW023 BKN100 29/21 Q1016=,SBSV,2022-06-12 14:00:00
1655046000000,METAR SBSV 121500Z 13007KT 090V160 9999 FEW020 BKN100 29/22 Q1016=,SBSV,2022-06-12 15:00:00
1655049600000,METAR SBSV 121600Z 10007KT 060V150 9999 FEW023 BKN100 29/22 Q1015=,SBSV,2022-06-12 16:00:00
1655053200000,METAR SBSV 121700Z 11006KT 070V150 9999 FEW023 SCT100 29/22 Q1014=,SBSV,2022-06-12 17:00:00
1655056800000,METAR SBSV 121800Z 12005KT 9999 FEW023 SCT100 28/22 Q1013=,SBSV,2022-06-12 18:00:00
1655060400000,METAR SBSV 121900Z 12005KT 9999 FEW023 SCT100 28/22 Q1013=,SBSV,2022-06-12 19:00:00
